Target?,"RA,Dec (J2000)....",WDS.......,DD............,ADS..,HD....,HIP...,*V1.11*,*V2.22*,PPPP.PPPPPP,*,eee.eeeeee,AAA.AAAAA,*,ee.eeeee,III.IIII,eee.eeee,NNN.NNNN*,eee.eee,e TTTTT.TTTTTT,*,eee.eeeeee,E.EEEEEE,e.eeeeee,OOO.OOOO,eee.eeee,EQNX,LAST,G,N,REF.....,PNGFILE...........
,205904.54+041737.8,20591+0418,STF2737AB,14499,199766,103569,5.96,6.31,101.485,y,.,0.6474,a,.,92.17,.,105.15,.,1920.37,y,.,0.705,.,340.19,.,1950,1957,2,n,Zel1965,wds20591+0418a.png
,205904.54+041737.8,20591+0418,STF2737AB-C,14499,199766,103569,5.3,7.05,.,,.,.,,.,110.9,.,253.9,.,1900,y,.,6.8,.,180,.,1950,1960,5,n,Zel1965,
,205905.38-131256.6,20591-1313,HU   83,14492,199668,103574,9.38,9.41,200,y,.,0.236,a,.,26,.,116.8,.,2023.5,y,.,0,.,0,.,2000,1962,5,n,Hei1965c,wds20591-1313a.png
,210003.95+073058.2,21001+0731,KUI 102,,199942,103652,6.23,8.13,58.72,y,.,0.29,a,.,130,.,11.1,.,1959.07,y,.,0.294,.,137.7,.,2000,1999,2,n,Sca2003c,wds21001+0731b.png
,210004.88+400415.2,21000+4004,KUI 103,,,103655,10.49v,12.4,29.47,y,.,0.614,a,.,19.5,.,164.3,.,2007.41,y,.,0.759,.,99.2,.,2000,1999,4,n,Doc2007i,wds21000+4004h.png
,210048.88-082034.6,21008-0821,BU  678AB,14528,199976,103699,8.2,11.26,720,y,.,4.74,a,.,64,.,167.9,.,2550,y,.,0.67,.,299.1,.,2000,1991,5,,Sey2002,wds21008-0821a.png
,210248.62+455056.0,21028+4551,BU 1138AB,14585,200595,103871,7.2,7.4,314.09,y,.,0.26,a,.,96.4,.,181.7,.,2003.29,y,.,0.5,.,302.8,.,2000,1985,4,n,Hrt2001b,wds21028+4551a.png
,210303.09+013155.9,21031+0132,STF2744AB,14573,200375,103892,6.76,7.33,1532,y,.,2.56,a,.,137,.,91,.,2060,y,.,0.57,.,26,.,,1962,5,n,Pop1969b,wds21031+0132a.png
,210407.55+025943.4,21041+0300,WSI   6,.,200580,103987,7.33,.,377.8,d,.,10.7,m,2.7,162.1,2.3,15.6,3.9,46639,d,.,0.08,.,83,.,,1992,9,,Jnc2005,wds21041+0300u.png
,210424.32-195117.8,21044-1951,FIN 328,,200499,104019,5.02,7.39,28.24,y,0.63,0.2655,a,0.006,161.5,6.5,152,12,1974.46,y,0.12,0.392,0.022,219,12,2000,,3,n,Msn1999a,wds21044-1951g.png
,210445.21+033157.6,21047+0332,SE    3BC,14602,,,9.6,10.2,190,y,.,0.725,a,.,54.5,.,125.3,.,2000,y,.,0.7,.,47,.,2000,1987,4,n,Hei1988d,wds21047+0332b.png
,210534.47+602933.5,21056+6030,A   758AB,14635,239570,104113,9.89,10.76,270,y,.,0.304,a,.,51,.,115.8,.,2015,y,.,0.19,.,45,.,,,5,,Hei1998,wds21056+6030a.png
,210653.94+384457.8,21069+3845,Gl 820A,14636,201091,104214,5.20v,.,4.9,y,.,0.14,a,.,134,.,94,.,1953.2,y,.,0.5,.,295,.,,1958,9,n,Dej1960,wds21069+3845p.png
,210653.94+384457.8,21069+3845,STF2758AB,14636,201091,104214,5.35v,6.1,678,y,34,24.272,a,0.592,51,2,178,2,1709,y,16,0.49,0.03,149,6,,,4,n,PkO2006b,wds21069+3845k.png
,210726.28-081405.6,21074-0814,BU  368AB,14648,201038,104272,7.56,8.24,251.058,y,31.109,0.5004,a,0.05308,88.55,0.387,91.57,0.585,1958.09,y,10.865,0.5544,0.04143,128.57,8.835,2000,2001,3,n,Pal2005b,wds21074-0814c.png
,210800.68+050906.0,21080+0509,STT 527,14666,201221,104324,7.14,8.14,561.15,y,.,0.5576,a,.,117.09,.,91.3,.,1950.18,y,.,0.4192,.,240.24,.,2000,1987,4,n,Pop1995d,wds21080+0509e.png
,210921.52-731020.2,21094-7310,I   379A,,200525,104440,5.68,.,2145,d,1975,68,m,54,90,2,13,92,49422,d,1513,0.7,0.09,148,84,,1993,9,n,Gln2006,wds21094-7310u.png
,210921.52-731020.2,21094-7310,I   379A,,200525,104440,5.68,.,2429,d,2096,88,m,74,91,1,17,92,49550,d,1642,0.65,0.09,147,84,,1993,9,n,Gln2006,wds21094-7310v.png
,210959.30+263654.7,21100+2637,BD+26 4091,,201626,104486,8.13,.,1465,d,.,7.46,m,1.2,64.8,21.6,104.4,13.6,45970,d,.,0.103,.,75.7,24.5,,1993,9,,Pbx2000a,wds21100+2637p.png
,211122.80-522021.5,21114-5220,HU 1626,,201427,104604,7.27,8.82,167,y,.,0.894,a,.,141.9,.,142.8,.,2056,y,.,0.521,.,178.4,.,2000,1991,5,,Sey2002,wds21114-5220a.png
,211128.93+214401.0,21115+2144,COU 227,,,104612,10.05,11.77,92.71,y,.,0.39,a,.,44,.,142,.,2009.91,y,.,0.55,.,64.5,.,,,5,,Cou1999b,wds21115+2144a.png
,211148.24+595911.8,21118+5959,"MCA  67Aa,Ab",14749,202214,104642,6.1,6.7,81.3,y,.,0.071,a,.,112.7,.,75.8,.,2034.547,y,.,0.347,.,82.7,.,,1997,4,n,Mnt2002b,wds21118+5959a.png
,211222.56-150000.0,21124-1500,H 1  47,14736,201796,104687,8.25,8.31,4890,y,.,15.909,a,.,115.7,.,96.75,.,1933,y,.,0.63,.,76.25,.,1900,1962,5,n,Hop1974,wds21124-1500a.png
,211231.11+282039.1,21125+2821,HO  152,14748,202015,104701,8.87,9.39,227.6,y,.,0.388,a,.,68.3,.,137.1,.,2022.68,y,.,0.326,.,26.7,.,2000,1998,4,n,Sca2002a,wds21125+2821a.png
,211327.24+071304.9,21135+0713,BU  270AB,14759,202073,104767,7.42,9.4,113,y,.,0.348,a,.,115.2,.,163,.,1938,y,.,0.83,.,342,.,2000,1978,4,n,Hei1979b,wds21135+0713a.png
,211328.77+155856.8,21135+1559,HU  767,14761,202128,104771,7.05,7.13,34.33,y,0.12,0.1907,a,0.002,66.66,0.61,169.64,0.82,1978.083,y,0.092,0.586,0.013,120.1,0.5,2000,,2,n,Hrt1996a,wds21135+1559b.png
,211342.46+642415.1,21137+6424,H 1  48,14783,202582,104788,7.21,7.33,81.71,y,0.7,0.69,a,0.03,83.7,2.3,62,1.5,2003.54,y,2.4,0.805,0.07,45,18,2000,2005,3,n,Sca2008a,wds21137+6424k.png
,211428.79+100027.8,21145+1000,STT 535AB,14773,202275,104858,5.19,5.52,2084.03,d,0.1,231.965,m,0.008,99.4083,0.0098,23.362,0.012,53112.071,d,0.052,0.436851,0.000025,7.735,0.013,2000,2007,1,n,Mut2008,wds21145+1000g.png
,211441.10-004955.0,21147-0050,A   883AB,14775,202260,104878,7.46,8.3,80.5,y,.,0.18,a,.,125.5,.,125.7,.,1943,y,.,0.181,.,258,.,,,3,n,Hei1998,wds21147-0050a.png
,013900.79-175703.9,01388-1758,LDS 838,,,,12.45v,12.95,26.52,y,.,1.95,a,.,127.3,.,150.5,.,1971.91,y,.,0.62,.,285.3,.,2000,1984,3,n,USN1988b,wds01388-1758a.png
,211545.84-531547.0,21158-5316,FIN 329,,202103,104978,6.33,6.8,17,y,.,0.11,a,.,144,.,109.5,.,1960,y,.,0.63,.,207,.,2000,1970,4,n,Hei1973b,wds21158-5316a.png
,211549.40+051453.1,21158+0515,WRH  35,,202447,104987,3.92,.,98.8,d,0.004,11.987,m,0.078,151.5,1.1,33.9   *,2.2,47592.1,d,6.9,0.0056,0.0034,270,26,2000,1990,1,n,MkT1992b,wds21158+0515a.png
,211834.85+113408.2,21186+1134,BU  163AB,14839,202908,105200,7.37,8.94,78.54,y,.,0.5177,a,.,100.36,.,255.03,.,1987.048,y,.,0.8651,.,351.92,.,,,2,n,Fek1997,wds21186+1134c.png
,211945.62-262110.3,21198-2621,BU  271AB,14847,202940,105312,6.73,9.76,261.619,y,.,3.01,a,.,74.08,.,59.09,.,1845.991,y,.,0.424,.,57.57,.,2000,1986,5,n,Jas1997,wds21198-2621a.png
,212121.56+101956.6,21214+1020,A   617,14893,203345,105431,7.5,7.5,6.03,y,.,0.097,a,.,135,.,288,.,1991.9,y,.,0.86,.,23,.,2000,,1,n,Sod1999,wds21214+1020c.png
,212220.42+573354.6,21223+5734,A   764AB,14926,203802,105522,8.23,10.69,150,y,.,0.965,a,.,61.5,.,51,.,1897,y,.,0.77,.,108,.,2000,,5,n,Hei1995,wds21223+5734a.png
,212419.75+034300.8,21243+0343,A  2288,14942,203789,105682,9.97,10.27,105.66,y,.,0.294,a,.,130,.,130.2,.,1949.52,y,.,0.623,.,79.4,.,2000,1995,4,n,Sca2003e,wds21243+0343a.png
,212440.42-681341.7,21247-6814,GC 29928,,203244,105712,6.97,.,1060.6122,d,54.9827,31.78,m,2.28,110.25,2.49,70.71,2.21,48167.8906,d,28.3166,0.2874,0.0415,11.85,13.21,,1991,9,n,HIP1997d,wds21247-6814p.png
,212530.78+020235.0,21255+0203,A  2289AB,14960,203993,105792,7.82,9.27,140.3,y,.,0.163,a,.,118.4,.,109.5,.,1972.3,y,.,0.703,.,327.8,.,2000,1996,5,n,Sey2002,wds21255+0203a.png
,212640.03-222441.0,21267-2225,zet Cap,14971,204075,105881,3.75,.,2378.2,d,.,8.56,m,4.3,111.7,20.7,190.7,50,45996,d,.,0.2821,.,233.8,19.8,,1993,9,n,Pbx2000a,wds21267-2225p.png
,212720.16-321748.8,21273-3218,B  1007,,204107,105940,9.7,9.9,117,y,.,0.176,a,.,35,.,158.9,.,1971.5,y,.,0.26,.,18,.,2000,1977,5,n,Hei1978c,wds21273-3218a.png
,212723.25-070056.1,21274-0701,HDS3053,,204236,105947,7.97,9.14,18.79,y,0.57,0.168,a,0.003,57.1,2.1,149.1,1.5,1993.96,y,0.4,0.354,0.01,129.7,6.4,2000,2004,3,,Bag2006,wds21274-0701a.png
,212742.75+571919.7,21277+5719,Tr 37 379,,204613,105969,8.31,.,885,d,35,13,m,2,133,10,109,101,48764,d,162,0.34,0.22,130,77,,1993,9,,Gln2006,wds21277+5719w.png
,212742.75+571919.7,21277+5719,Tr 37 379,,204613,105969,8.31,.,867,d,41,14,m,3,130,8,93,87,48663,d,262,0.42,0.26,110,31,,1993,9,,Gln2006,wds21277+5719v.png
,212839.58+703338.5,21287+7034,LAB   6Aa,15032,205021,106032,3.2,6.6,83,y,.,0.195,a,.,87.3,.,46.4,.,1997.99,y,.,0.732,.,194.6,.,2000,1998,3,n,Ana2006,wds21287+7034a.png
,212852.79+110505.2,21289+1105,STF2799AB,15007,204509,106053,7.37,7.44,618.89,y,.,1.66,a,.,129.1,.,44.86,.,1602.8,y,.,0.367,.,283.44,.,,1985,4,n,Pop1987,wds21289+1105a.png
,213118.60-094726.3,21313-0947,BLA   9,,,106255,11.99,.,703.2,d,0.6,0.1409,a,0.0005,46,1,324.4,0.4,50456,d,1,0.416,0.003,8.7,0.5,,2000,4,n,Sgr2000,wds21313-0947a.png
,213256.58+495839.4,21329+4959,CHR 102,,205314,106393,6.4,6.62,9.68,y,.,0.055,a,.,58.6,.,223.7,.,1984.26,y,.,0.587,.,89.7,.,,,3,n,McA1993,wds21329+4959a.png
,213527.03+242707.9,21355+2427,HU  371,15115,205541,106605,6.83,7.27,178.6,y,.,0.272,a,.,59.7,.,136.9,.,1870.2,y,.,0.31,.,296.6,.,2000,2005,3,n,WSI2006b,wds21355+2427k.png
,213656.98+402448.6,21369+4025,74 Cyg,,205835,106711,5.05,.,574.632,d,9.4158,8.56,m,0.91,102.1,4.39,18.92,4.91,48579.5391,d,18.6175,0.5349,0.1066,306.56,14.01,,1991,9,n,HIP1997d,wds21369+4025p.png
,213745.04-075114.9,21378-0751,MCA  68,,205767,106786,4.7,.,25.5,y,3,0.28,a,0.03,95,12,300,17,1970.4,y,2.5,0.6,0.2,270,36,,,9,n,Gon2002b,wds21378-0751k.png
,213800.07+274326.1,21379+2743,HDS3080Aa,,,106811,10.17,11.75,68,y,.,1.5,a,.,153,.,64,.,1945,y,.,0.22,.,184,.,2000,,9,n,Sod1999,wds21379+2743l.png
,213817.78+233554.5,21383+2336,HU  372,,,106835,10.16,10.11,390,y,.,0.31,a,.,28,.,30.2,.,2015,y,.,0.198,.,233.7,.,2000,1994,5,,Sey2002,wds21383+2336a.png
,213930.24+300922.2,21395+3009,A   772,15182,206168,106940,8.7,9.8,133.81,y,.,0.21,a,.,149.8,.,72.8,.,1998.57,y,.,0.58,.,262.6,.,2000,,3,n,Jas1996b,wds21395+3009b.png
,213931.39-000304.1,21395-0003,BU 1212AB,15176,206058,106942,6.94,8.44,48.65,y,.,0.448,a,.,58,.,139.3,.,1971.55,y,.,0.868,.,293,.,2000,,2,n,Hei1994a,wds21395-0003a.png
,213954.19+273645.4,21399+2737,HDS3083,,,106972,11.95,13.22,18.57,y,0.06,0.268,a,0.001,71,0.3,144.7,0.3,2005.23,y,0.06,0.186,0.005,42.2,1.3,2000,2003,3,,Bag2005,wds21399+2737a.png
,214005.34-163944.1,21401-1640,gam Cap,,206088,106985,3.68,.,800.586,d,74.9616,12.85,m,1.62,68.07,6.04,63.16,4.47,48675.4258,d,30.881,0,.,0,.,,1991,9,n,HIP1997d,wds21401-1640p.png
,214100.63+292025.6,21410+2920,STT 448,15215,206373,107060,8.93,9.17,264,y,.,0.52,a,.,122.1,.,46.8,.,2029,y,.,0.555,.,350.2,.,2000,,4,,Alz1998a,wds21410+2920a.png
,214128.47-772322.1,21415-7723,BLM   6,,205478,107089,.,.,2.84,y,.,0.052,a,.,65,.,118,.,1906.471,y,.,0.25,.,37,.,,1938,9,n,Ald1939b,wds21415-7723a.png
,214209.98-410727.2,21422-4107,GJ 9748,,206276,107143,8.82v,?  .,1371,d,336,36,m,6,46,10,111,102,49048,d,640,0.28,0.25,77,73,,1993,9,,Gln2006,wds21422-4107u.png
,214209.98-410727.2,21422-4107,GJ 9748,,206276,107143,8.82v,?  .,1346,d,150,35,m,4,41,10,276,100,49441,d,576,0.29,0.19,106,110,,1993,9,,Gln2006,wds21422-4107v.png
,214218.45+055443.0,21423+0555,HU  280,15236,206512,107153,8.33,8.5,170.43,y,.,0.214,a,.,46.3,.,315.1,.,1794.63,y,.,0.054,.,315.3,.,2000,2000,3,n,Bdl2006a,wds21423+0555k.png
,214222.94+410437.3,21424+4105,KUI 108,,206644,107162,6.33,6.72,26.49,y,.,0.153,a,.,142.4,.,12.3,.,1974.72,y,.,0.333,.,176.1,.,2000,1997,2,n,Hrt2000c,wds21424+4105a.png
,214233.41+410251.0,21426+4103,BU  688AB,15251,206656,107177,8.1,8.62,110.67,y,.,0.394,a,.,100.4,.,185.2,.,1948.42,y,.,0.979,.,122.1,.,2000,2004,3,n,Bdl2006a,wds21426+4103k.png
,214325.99+235305.4,21434+2353,HU  374,,206719,107254,9.4,9.4,130,y,.,0.229,a,.,120.5,.,26.9,.,1983.1,y,.,0.569,.,177.5,.,2000,1987,4,,Sey2002,wds21434+2353a.png
,214334.22-110808.7,21436-1108,LV   10,15254,206624,,9.19,10.24,610,y,.,2.31,a,.,65.3,.,4.1,.,2030.7,y,.,0.778,.,66,.,2000,2000,5,,Sey2002,wds21436-1108a.png
,214354.25+275048.8,21439+2751,HO  166,15267,206792,107288,8.36,8.25,80.5,y,.,0.303,a,.,144.8,.,103.2,.,1936.14,y,.,0.295,.,179.3,.,,,2,n,Cou1958d,wds21439+2751a.png
,214408.57+284433.4,21441+2845,STF2822AB,15270,206826,107310,4.75,6.18,789,y,.,5.32,a,.,75.5,.,110.1,.,1958,y,.,0.66,.,145.7,.,2000,,4,n,Hei1995,wds21441+2845b.png
,214438.70+253842.0,21446+2539,BU  989AB,15281,206901,107354,4.94,5.04,4224.76,d,0.74,234.94,m,1.82,107.911,0.029,289.037,0.021,52401.52,d,0.96,0.314,0.0011,124.666,0.064,2000,2007,1,n,Mut2008,wds21446+2539e.png
,214438.70+253842.0,21446+2539,"kap Peg Ba,Bb",15281,206901,107354,5.04,.,5.971497,d,0.000001,2.52,m,0.026,125.7,5.1,244.1,2.3,52402.22,d,0.1,0.0073,0.0013,179,6,2000,2007,9,n,Mut2008,wds21446+2539f.png
,214554.14+115236.6,21459+1153,A  1223AB,15300,207033,107461,9.77,9.6,44.09,y,.,0.123,a,.,159,.,15.2,.,1972.72,y,.,0.322,.,155.4,.,2000,1998,3,n,FMR2006b,wds21459+1153k.png
,214635.68-574204.3,21466-5742,FIN 283,,206804,107522,9.57,9.68,12.46,y,.,0.324,a,.,113,.,109,.,1986,y,.,0,.,0,.,2000,,3,n,Sod1999,wds21466-5742a.png
,214744.17-305353.9,21477-3054,FIN 330AB,,207155,107608,5.8,5.8,20.75,y,.,0.096,a,.,114.5,.,27.8,.,1984.64,y,.,0.59,.,179.3,.,2000,1996,3,n,Ole2003c,wds21477-3054a.png
,215008.64+171709.4,21501+1717,COU  14,,207652,107788,5.74,6.94,26.132,y,0.056,0.3664,a,0.0043,70.3,1,231.8,0.11,1963.887,y,0.025,0.239,0.003,252.08,0.11,2000,,2,n,Hrt1989,wds21501+1717a.png
,215034.70-241111.4,21506-2411,CD-2416860,,207585,107818,9.78,.,670.6,d,.,3.44,m,1.4,107.3,32.4,302.1,28.5,47319,d,.,0.03,.,107.3,32.4,,1993,9,,Pbx2000a,wds21506-2411p.png
,215101.97+291031.4,21510+2911,A   889,15378,207794,107849,9.23,10.48,20.78,y,.,0.17,a,.,43.7,.,40.6,.,1954.28,y,.,0.35,.,183.5,.,,1981,3,n,Baz1984b,wds21510+2911c.png
,215104.93+665014.7,21511+6650,HU  972,15398,208074,107855,9.09,9.54,133,y,.,0.31,a,.,53.5,.,4,.,1962.5,y,.,0.615,.,101,.,,,4,n,Hei1998,wds21511+6650d.png
,215336.03-101841.8,21536-1019,FIN 358,,208008,108058,8.66,6.71,50.11,y,.,0.089,a,.,31.5,.,178.2,.,1976.55,y,.,0.828,.,117.1,.,2000,1996,3,n,Msn2001c,wds21536-1019a.png
,215346.85-200023.7,21538-2000,HU  380BC,15419,,108072,10.34,10.56,105.88,y,.,0.32,a,.,126.2,.,78.3,.,1952.4,y,.,0.3,.,31.1,.,,1958,4,n,Baz1959,wds21538-2000a.png
,215354.79+282032.0,21539+2821,WSI   8,,208174,108084,6.79,.,831.1756,d,64.2443,5.25,m,0.76,35.63,17.36,67.41,38.98,48177.7734,d,97.9153,0,.,0,.,,1991,9,n,HIP1997d,wds21539+2821k.png
,215417.44+194305.3,21543+1943,COU 432BC,15431,208202,108119,8.8,9,29.53,y,.,0.12,a,.,125,.,178.4,.,1986.97,y,.,0.586,.,335,.,2000,1997,5,,Mnt2005b,wds21543+1943a.png
,215505.58-314747.8,21551-3148,I  1449,,208166,108184,10.03,10.27,106.7,y,.,0.239,a,.,135.2,.,138.9,.,2003,y,.,0.544,.,85.3,.,2000,1991,5,,Sey2002,wds21551-3148a.png
,215511.34-615311.0,21552-6153,HDO 296,,207964,108195,6.6,6.8,27.5,y,.,0.24,a,.,81.4,.,107.1,.,1965.9,y,.,0.59,.,208.1,.,,1968,4,n,Fin1969c,wds21552-6153b.png
,215531.42+105249.5,21555+1053,BU   75AB,15447,208348,108228,8.4,8.56,158.5,y,.,0.755,a,.,62,.,30.2,.,1968.6,y,.,0.61,.,193.5,.,,,2,n,Hei1996a,wds21555+1053a.png
,215533.91+384859.8,21556+3849,A  1449,15454,208490,108231,9.6,9.6,148,y,.,0.24,a,.,147.7,.,51,.,1980.4,y,.,0.74,.,30.7,.,,1991,4,n,Baz1993a,wds21556+3849b.png
,215639.14+633732.0,21567+6338,WRH  36,,208816,108317,5.4,.,20.34,y,.,0.0336,a,.,90.65,.,310.6   *,.,1951.2,y,.,0.5,.,122,.,,1958,5,n,Frd1960,wds21567+6338a.png
,215717.70+324032.4,21573+3241,A  1226,15487,208687,108373,9.29,9.9,120.4,y,.,0.215,a,.,120.2,.,121.6,.,1966.94,y,.,0.7,.,296,.,2000,1986,4,n,Cou1987c,wds21573+3241b.png
,215755.03-545933.2,21579-5500,FIN 307,,208450,108431,4.8,5.96,12.242,y,.,0.16,a,.,73.24,.,101.24,.,1953.657,y,.,0.1,.,268.35,.,,1962,2,n,Chu1965,wds21579-5500a.png
,215755.03-545933.2,21579-5500,FIN 307,,208450,108431,4.8,5.96,6.094,y,.,0.127,a,.,63.08,.,134.45,.,1953.124,y,.,0.81,.,120.56,.,,1962,2,n,Chu1965,wds21579-5500c.png
,222800.42+574149.3,22280+5742,KR   60AB,15972,239960,110893,9.93,11.41v,44.67,y,.,2.383,a,.,167.2,.,154.5,.,1970.22,y,.,0.41,.,211,.,2000,1985,2,n,Hei1986b,wds22280+5742b.png
,215813.53+825210.8,21582+8252,STF2873AB,15571,209942,108456,7,7.47,192.4,c,.,27.456,a,.,131.16,.,100.84,.,904,y,.,0.5299,.,339.12,.,,,5,n,PkO2006,wds21582+8252m.png
,215813.53+825210.8,21582+8252,STF2873AB,15571,209942,108456,7,7.47,192.4,c,.,27.456,a,.,131.1,.,35.47,.,3029,y,.,0.5286,.,20.56,.,,,5,n,PkO2006,wds21582+8252l.png
,215830.07-590044.0,21585-5901,kap 1 Ind,,208496,108478,6.14,.,740.5974,d,19.3669,14.96,m,1.8,68.8,4.85,129.36,5.33,48409.7695,d,71.927,0.4319,0.1445,273.5,33.1,,1991,9,n,HIP1997d,wds21585-5901p.png
,215915.17+460530.0,21593+4606,COU2138,,,108536,9.5,9.8,38.78,y,.,0.212,a,.,126.3,.,171.6,.,2015.46,y,.,0.001,.,97.1,.,2000,2000,5,,Mnt2002c,wds21593+4606b.png
,215915.17+460530.0,21593+4606,COU2138,,,108536,9.5,9.8,39.69,y,2,0.22,a,0.005,116.3,2,10.6,1,2003.71,y,1.5,0.176,0.05,204.6,15,2000,2000,5,,Doc2003e,wds21593+4606d.png
,215941.89+490723.4,21597+4907,HU  774,15530,209103,108577,8.36,8.45,83.34,y,.,0.141,a,.,28.5,.,94.8,.,1960.27,y,.,0.484,.,258.5,.,2000,2001,3,n,Doc2004b,wds21597+4907a.png
,220039.37-500206.9,22007-5002,I  1450,,208890,108651,10.26,9.95,95.5,y,.,0.427,a,.,67.3,.,33,.,1962.8,y,.,0.74,.,133.5,.,2000,1983,4,n,Hei1984a,wds22007-5002a.png
,220347.16+643739.9,22038+6438,MCA  69Aa,15600,209790,108917,4.8,6.3,2.254,y,.,0.073,a,.,71.9,.,93.5,.,1975.48,y,.,0.589,.,269.6,.,,1978,3,n,McA1980a,wds22038+6438b.png
,220347.16+643739.9,22038+6438,MCA  69Aa,15600,209790,108917,4.8,6.3,2.241,y,0.0027,72,m,1.7,68,1.4,85,1.9,1970.992,y,0.0092,0.5,0.021,273,1.1,,,2,n,Pbx2000b,wds22038+6438a.png
,220347.16+643739.9,22038+6438,STF2863Aa-B,15600,209790,108917,4.45,6.4,3800,y,.,11.5,a,.,109,.,85,.,1750,y,.,0.24,.,114,.,1950,1951,5,n,Zel1965,wds22038+6438c.png
,220509.05+295203.2,22052+2952,A   893,15610,209745,109018,9.1,10.37,119.64,y,.,0.29,a,.,119.4,.,159,.,1983.16,y,.,0.38,.,120.9,.,,1982,5,n,Baz1986a,wds22052+2952a.png
,220700.47+252042.2,22070+2521,iot Peg,,210027,109176,3.81,.,10.213033,d,.,10.33,m,0.11,95.85,0.21,94.06,0.24,50661.5606,d,0.0035,0,.,0,.,2000,1997,8,n,Bod1999a,wds22070+2521a.png
,220729.16+253811.4,22075+2538,A   308,15650,210103,109211,8.83,9.38,204.6,y,.,0.23,a,.,65.4,.,130.2,.,1946.35,y,.,0.14,.,55.7,.,,1981,5,n,Baz1984a,wds22075+2538c.png
,220740.20+262135.8,22077+2622,COU 537,,,,8.6,8.8,45.43,y,0.8,0.18,a,0.01,39.5,1.8,63.4,2.3,2039.1,y,0.1,0.578,0.01,94.9,3.6,2000,1995,3,n,Doc2003e,wds22077+2622b.png
,220818.81+240925.1,22083+2409,HDS3145,,210211,109281,7.29,7.67,10.81,y,.,0.094,a,.,151.8,.,71.2,.,1997.67,y,.,0.488,.,311.3,.,2000,2006,5,,Doc2007g,wds22083+2409k.png
,220833.07+591737.7,22086+5917,STF2872BC,15670,210432,,7.98,8,840,y,.,0.99,a,.,107.4,.,114.6,.,2115,y,.,0.386,.,256.2,.,2000,1997,5,,Sey2002,wds22086+5917a.png
,221002.24+230733.2,22100+2308,COU 136,,210444,109414,7.56,9.2,147.9,y,.,0.344,a,.,135,.,29.5,.,1949.4,y,.,0.55,.,200.1,.,,,4,,Cou1999b,wds22100+2308a.png
,221115.98+401007.6,22113+4010,STT 464AB,15707,210683,109535,8.89,9.06,1360.2,y,.,0.9,a,.,52.8,.,51.9,.,1985.74,y,.,0.557,.,94.3,.,2000,1995,5,,Lin1999b,wds22113+4010a.png
,221129.56+173110.5,22115+1731,SAO 107726,,210647,109554,8.26,.,2825,d,.,17.08,m,4.24,87.98,9.52,300.14,16.25,45569.6992,d,.,0.904,.,237.7,.,,1991,9,n,HIP1997d,wds22115+1731p.png
,221802.09-624840.8,22180-6249,I    20,,211299,110088,7.36,8.42,982.79,y,479.6,1.157,a,0.325,123,4.5,4.2,0.8,2948.63,y,16.3,0.526,0.258,115.2,17.5,2000,1996,5,n,Lin2004a,wds22180-6249b.png
,221812.10-630022.3,22182-6300,LTT 18565,,211332,110102,8.4,.,1314.0392,d,135.4444,14.72,m,2.31,117.01,5.15,323.69,9.29,47345.9688,d,90.6785,0,.,0,.,,1991,9,n,HIP1997d,wds22182-6300p.png
,221814.94-055030.0,22182-0551,BD-06 5964,,211594,110108,8.05,.,1018.9,d,.,5.3,m,2.6,85.1,19.3,128.2,21.3,48538.19,d,.,0.058,.,172.3,28.4,,1993,9,,Pbx2000a,wds22182-0551p.png
,221830.18-601534.2,22185-6016,alp Tuc,,211416,110130,2.86,.,4198,d,.,32.34,m,3.49,113,.,262,.,47862.9336,d,57.7537,0.38,.,76,.,,1991,9,,HIP1997d,wds22186-6014p.png
,222024.01+462506.3,22204+4625,BD+45 3890,,212029,110291,8,.,757,d,70,17,m,17,99,10,72,99,48769,d,316,0.92,0.2,85,55,,1993,9,,Gln2006,wds22204+4625u.png
,222024.01+462506.3,22204+4625,BD+45 3890,,212029,110291,8,.,794,d,52,39,m,22,99,9,234,94,48911,d,322,0.99,0.09,87,92,,1993,9,,Gln2006,wds22204+4625v.png
,222329.09+322733.9,22234+3228,WOR  11,,,110526,11.59,12.01,90,y,.,1.401,a,.,43.3,.,30.3,.,2021,y,.,0.372,.,313.7,.,2000,1997,5,,Sey2002,wds22234+3228a.png
,222406.87-045013.2,22241-0450,BU  172AB,15902,212404,110578,6.45,6.63,148.9,y,3,0.406,a,0.005,162.2,4,91.8,30,1987.64,y,0.2,0.706,0.01,274.1,40,2000,2004,2,n,Doc2007d,wds22241-0450k.png
,222445.65+223304.7,22248+2233,HO  183AB,15915,,110640,9.02,11.55,122.52,y,.,1.315,a,.,140.4,.,27.9,.,1972.22,y,.,0.944,.,348.4,.,2000,1996,4,,Zir2003,wds22248+2233a.png
,222634.15-164431.7,22266-1645,SHJ 345AB,15934,212697,110778,6.29,6.39,3500,y,.,14.88,a,.,44.13,.,294.55  *,.,2023,y,.,0.9,.,151.4,.,2000,1990,4,n,Hle1994,wds22266-1645a.png
,222637.38+042337.1,22266+0424,BU  290AB,15935,212754,110785,5.8,12.5,420,y,.,2.43,a,.,79.9,.,40.3,.,1800,y,.,0.59,.,26.32,.,2000,1990,5,n,Hle1994,wds22266+0424a.png
